326;998;6
327;879;76
328;655;89
329;538;35
330;773;26
331;590;79
332;411;34
333;480;83
334;635;54
335;770;22
336;619;52
337;262;90
338;716;70
339;889;37
340;366;66
341;635;84
342;986;93
343;115;42
344;51;100
345;903;24
346;481;67
347;679;25
348;709;40
349;231;5
350;49;16
351;770;98
352;541;52
353;914;39
354;474;13
355;123;7
356;116;34
357;587;64
358;317;70
359;264;26
360;88;75
361;636;22
362;560;37
363;332;13
364;918;87
365;908;61
366;893;59
367;816;6
368;541;97
369;589;69
370;424;22
371;529;6
372;89;43
373;670;45
374;28;83
375;172;84
376;301;14
377;791;58
378;382;45
379;324;81
380;810;39
381;161;81
382;175;95
383;488;41
384;608;21
385;430;83
386;972;21
387;699;93
388;791;57
389;312;93
390;778;77
391;742;5
392;979;63
393;606;15
394;772;61
395;230;63
396;40;61
397;650;96
398;673;62
399;616;70
400;365;63
401;279;31
402;246;42
403;542;20
404;818;82
405;394;57
406;883;43
407;222;32
408;314;24
409;872;93
410;145;39
411;936;92
412;94;15
413;814;25
414;820;40
415;666;73
416;229;88
417;1;48
418;846;66
419;763;85
420;859;47
421;610;18
422;113;55
423;267;87
424;52;52
425;866;96
426;985;85
427;673;29
428;211;72
429;706;30
430;645;30
431;788;14
432;390;67
433;756;40
434;108;33
435;954;61
436;923;82
437;103;56
438;508;82
439;853;8
440;142;100
441;358;6
442;521;10
443;370;43
444;360;63
445;331;86
446;379;44
447;380;15
448;136;23
449;303;28
450;579;34
451;360;92
452;826;76
453;321;31
454;624;38
455;811;10
456;288;86
457;385;43
458;430;17
459;464;48
460;992;10
461;142;31
462;117;67
463;574;90
464;916;82
465;891;93
466;15;74
467;197;90
468;949;64
469;459;52
470;137;24
471;528;62
472;527;50
473;514;29
474;400;35
475;682;45
476;379;38
477;431;21
478;916;45
479;222;24
480;620;16
481;625;8
482;225;20
483;975;84
484;190;64
485;779;21
486;533;19
487;393;79
488;848;16
489;610;26
490;446;45
491;798;57
492;956;68
493;867;9
494;380;65
495;482;55
496;782;70
497;206;30
498;932;6
499;852;47
500;650;59
501;890;89
502;827;44
503;131;95
504;412;83
505;935;26
506;944;45
507;111;36
508;599;19
509;18;40
510;592;46
511;517;73
512;894;81
513;20;22
514;261;16
515;189;53
516;892;18
517;156;11
518;52;80
519;549;62
520;903;19
521;653;68
522;412;43
523;787;50
524;327;37
525;727;33
526;574;33
527;754;54
528;261;35
529;223;72
530;468;75
531;973;28
532;335;40
533;789;100
534;132;29
535;678;69
536;530;63
537;211;46
538;780;96
539;581;68
540;502;95
541;93;88
542;272;19
543;250;31
544;724;80
545;219;40
546;292;94
547;310;51
548;536;78
549;654;91
550;274;60
551;23;99
552;790;50
553;18;46
554;572;27
555;565;29
556;497;90
557;733;61
558;970;75
559;45;18
560;539;54
561;835;89
562;467;16
563;529;43
564;222;6
565;96;59
566;423;66
567;399;58
568;247;83
569;627;9
570;811;70
571;193;5
572;971;98
573;941;63
574;789;14
575;467;12
576;228;88
577;881;35
578;536;33
579;331;31
580;80;26
581;13;40
582;505;61
583;233;7
584;502;70
585;718;43
586;681;84
587;916;99
588;788;10
589;222;21
590;402;14
591;956;57
592;366;64
593;839;82
594;704;80
595;372;39
596;714;94
597;272;97
598;798;61
599;107;56
600;211;67
601;867;62
602;30;21
603;641;70
604;4;68
605;996;16
606;41;17
607;305;53
608;677;99
609;759;51
610;121;53
611;686;69
612;312;54
613;824;53
614;772;97
615;15;47
616;86;26
617;216;67
618;686;60
619;471;58
620;779;42
621;328;41
622;384;58
623;495;59
624;993;43
625;125;95
626;845;30
627;534;77
628;479;80
629;116;84
630;810;24
631;109;10
632;291;59
633;374;54
634;264;87
635;332;70
636;419;82
637;534;98
638;25;34
639;140;22
640;235;92
641;98;100
642;324;29
643;725;15
644;435;68
645;893;96
646;627;24
647;813;33
648;429;21
649;725;45
650;424;57
651;877;83
652;85;36
653;923;61
654;388;74
655;117;55
656;908;83
657;500;60
658;157;61
659;712;6
660;797;41
661;113;18
662;750;35
663;935;28
664;905;20
665;29;29
666;450;56
667;321;33
668;231;60
669;4;13
670;489;26
671;511;44
672;360;15
673;946;26
674;667;25
675;22;60
676;154;7
677;596;60
678;313;28
679;688;67
680;659;45
681;109;88
682;453;39
683;407;35
684;950;44
685;225;58
686;184;87
687;282;98
688;550;59
689;833;34
690;680;41
691;364;50
692;508;77
693;694;31
694;779;8
695;345;42
696;391;28
697;743;96
698;367;86
699;191;29
700;558;11
701;64;86
702;628;59
703;45;91
704;998;89
705;50;17
706;366;17
707;744;28
708;71;50
709;250;35
710;580;100
711;547;52
712;862;29
713;365;15
714;67;48
715;820;18
716;933;11
717;970;55
718;777;72
719;931;24
720;230;67
721;59;66
722;448;85
723;142;28
724;287;97
725;346;72
726;522;38
727;516;81
728;954;64
729;245;90
730;377;5
731;463;29
732;526;28
733;246;94
734;324;33
735;100;8
736;274;93
737;864;90
738;863;29
739;773;33
740;32;99
741;953;38
742;428;44
743;982;39
744;716;8
745;140;43
746;760;52
747;919;29
748;257;53
749;903;24
750;125;52
751;131;95
752;259;92
753;765;63
754;736;16
755;369;32
756;929;42
757;291;53
758;285;26
759;47;42
760;142;97
761;266;59
762;210;84
763;87;50
764;651;58
765;542;62
766;589;87
767;764;15
768;185;69
769;603;75
770;128;57
771;159;40
772;13;58
773;858;8
774;811;82
775;528;80
776;778;20
777;781;70
778;269;95
779;388;53
780;95;77
781;446;66
782;716;52
783;562;72
784;796;57
785;591;75
786;645;17
787;426;73
788;295;97
789;880;47
790;151;56
791;609;99
792;966;17
793;417;89
794;73;96
795;822;61
796;484;93
797;840;79
798;4;31
799;426;61
800;662;88
801;258;10
802;396;79
803;999;62
804;862;16
805;377;6
806;791;82
807;291;48
808;186;79
809;936;25
810;264;62
811;964;60
812;493;90
813;910;20
814;827;17
815;432;51
816;584;47
817;708;8
818;419;78
819;308;59
820;140;71
821;222;42
822;93;93
823;812;25
824;771;99
825;694;52
826;993;72
827;375;97
828;42;9
829;544;73
830;325;63
831;527;87
832;655;85
833;34;49
834;70;41
835;814;50
836;491;49
837;933;38
838;551;93
839;998;53
840;283;49
841;994;51
842;147;79
843;583;86
844;45;63
845;100;58
846;451;71
847;251;87
848;366;53
849;625;89
850;717;100
851;185;31
852;267;30
853;484;73
854;913;76
855;408;87
856;183;8
857;707;100
858;628;43
859;337;6
860;186;7
861;331;20
862;886;16
863;416;60
864;569;48
865;815;97
866;127;8
867;322;79
868;766;49
869;502;86
870;573;38
871;952;16
872;576;11
873;455;67
874;674;54
875;919;76
876;400;86
877;130;84
878;722;22
879;913;79
880;334;36
881;915;39
882;590;63
883;3;68
884;226;94
885;422;32
886;451;90
887;481;43
888;605;5
889;478;85
890;196;84
891;880;80
892;496;92
893;765;96
894;778;50
895;595;43
896;710;49
897;318;44
898;224;15
899;383;38
900;265;81
901;79;11
902;755;30
903;482;38
904;9;57
905;362;84
906;919;39
907;982;57
908;1;74
909;397;56
910;354;32
911;629;20
912;102;69
913;844;61
914;138;80
915;469;88
916;429;17
917;91;70
918;816;100
919;519;9
920;134;82
921;117;50
922;454;66
923;601;28
924;465;70
925;330;26
926;561;73
927;629;6
928;501;30
929;68;67
930;557;31
931;995;63
932;844;28
933;558;53
934;337;53
935;861;97
936;11;82
937;544;57
938;841;41
939;573;36
940;471;52
941;232;42
942;742;66
943;11;38
944;870;45
945;426;16
946;26;90
947;262;7
948;190;55
949;944;84
950;476;73
951;309;70
952;652;56
953;918;84
954;974;50
955;169;22
956;41;49
957;816;56
958;427;40
959;867;91
960;833;24
961;405;69
962;900;25
963;15;61
964;550;86
965;22;72
966;26;13
967;925;11
968;674;34
969;744;10
970;25;46
971;867;46
972;159;53
973;920;54
974;488;38
975;278;77
976;233;81
977;122;12
978;67;90
979;235;81
980;739;53
981;549;52
982;881;45
983;509;71
984;557;82
985;289;37
986;516;56
987;836;7
988;866;27
989;237;53
990;320;17
991;871;95
992;830;49
993;887;23
994;173;99
995;906;69
996;732;100
997;715;78
998;701;57
999;542;93
1000;825;6
