227,21,48
228,187,5
229,30,84
230,705,83
231,264,24
232,860,24
233,266,70
234,299,18
235,328,26
236,411,100
237,110,107
238,554,80
239,501,92
240,792,79
241,258,14
242,23,84
243,284,77
244,215,44
245,578,26
246,378,47
247,171,28
248,939,46
249,161,34
250,443,23
251,286,103
252,520,44
253,376,25
254,10,88
255,59,88
256,884,90
257,492,89
258,748,71
259,871,5
260,133,13
261,741,62
262,15,75
263,455,46
264,449,27
265,10,20
266,94,91
267,843,88
268,306,56
269,759,89
270,295,94
271,249,5
272,971,58
273,962,103
274,12,42
275,397,107
276,897,59
277,566,75
278,95,19
279,944,64
280,334,55
281,822,28
282,185,28
283,554,93
284,422,105
285,890,100
286,943,42
287,76,78
288,706,44
289,999,33
290,196,90
291,849,88
292,73,41
293,540,84
294,674,23
295,527,110
296,49,57
297,67,88
298,716,51
299,584,6
300,797,84
301,39,69
302,818,101
303,962,92
304,307,20
305,909,106
306,447,69
307,297,82
308,286,56
309,244,45
310,478,11
311,944,50
312,158,86
313,291,52
314,290,84
315,674,77
316,568,42
317,600,26
318,435,40
319,859,59
320,946,59
321,793,94
322,685,7
323,586,67
324,797,36
325,167,60
326,998,6
327,879,83
328,655,97
329,538,38
330,773,28
331,590,86
332,411,37
333,480,91
334,635,59
335,770,24
336,619,57
337,262,99
338,716,77
339,889,40
340,366,72
341,635,92
342,986,102
343,115,46
344,51,110
345,903,26
346,481,73
347,679,27
348,709,44
349,231,5
350,49,17
351,770,107
352,541,57
353,914,42
354,474,14
355,123,7
356,116,37
357,587,70
358,317,77
359,264,28
360,88,82
361,636,24
362,560,40
363,332,14
364,918,95
365,908,67
366,893,64
367,816,6
368,541,106
369,589,75
370,424,24
371,529,6
372,89,47
373,670,49
374,28,91
375,172,92
376,301,15
377,791,63
378,382,49
379,324,89
380,810,42
381,161,89
382,175,104
383,488,45
384,608,23
385,430,91
386,972,23
387,699,102
388,791,62
389,312,102
390,778,84
391,742,5
392,979,69
393,606,16
394,772,67
395,230,69
396,40,67
397,650,105
398,673,68
399,616,77
400,365,69
401,279,34
402,246,46
403,542,22
404,818,90
405,394,62
406,883,47
407,222,35
408,314,26
409,872,102
410,145,42
411,936,101
412,94,16
413,814,27
414,820,44
415,666,80
416,229,96
417,1,52
418,846,72
419,763,93
420,859,51
421,610,19
422,113,60
423,267,95
424,52,57
425,866,105
426,985,93
427,673,31
428,211,79
429,706,33
430,645,33
431,788,15
432,390,73
433,756,44
434,108,36
435,954,67
436,923,90
437,103,61
438,508,90
439,853,8
440,142,110
441,358,6
442,521,11
443,370,47
444,360,69
445,331,94
446,379,48
447,380,16
448,136,25
449,303,30
450,579,37
451,360,101
452,826,83
453,321,34
454,624,41
455,811,11
456,288,94
457,385,47
458,430,18
459,464,52
460,992,11
461,142,34
462,117,73
463,574,99
464,916,90
465,891,102
466,15,81
467,197,99
468,949,70
469,459,57
470,137,26
471,528,68
472,527,55
473,514,31
474,400,38
475,682,49
476,379,41
477,431,23
478,916,49
479,222,26
480,620,17
481,625,8
482,225,22
483,975,92
484,190,70
485,779,23
486,533,20
487,393,86
488,848,17
489,610,28
490,446,49
491,798,62
492,956,74
493,867,9
494,380,71
495,482,60
496,782,77
497,206,33
498,932,6
499,852,51
500,650,64
501,890,97
502,827,48
503,131,104
504,412,91
505,935,28
506,944,49
507,111,39
508,599,20
509,18,44
510,592,50
511,517,80
512,894,89
513,20,24
514,261,17
515,189,58
516,892,19
517,156,12
518,52,88
519,549,68
520,903,20
521,653,74
522,412,47
523,787,55
524,327,40
525,727,36
526,574,36
527,754,59
528,261,38
529,223,79
530,468,82
531,973,30
532,335,44
533,789,110
534,132,31
535,678,75
536,530,69
537,211,50
538,780,105
539,581,74
540,502,104
541,93,96
542,272,20
543,250,34
544,724,88
545,219,44
546,292,103
547,310,56
548,536,85
549,654,100
550,274,66
551,23,108
552,790,55
553,18,50
554,572,29
555,565,31
556,497,99
557,733,67
558,970,82
559,45,19
560,539,59
561,835,97
562,467,17
563,529,47
564,222,6
565,96,64
566,423,72
567,399,63
568,247,91
569,627,9
570,811,77
571,193,5
572,971,107
573,941,69
574,789,15
575,467,13
576,228,96
577,881,38
578,536,36
579,331,34
580,80,28
581,13,44
582,505,67
583,233,7
584,502,77
585,718,47
586,681,92
587,916,108
588,788,11
589,222,23
590,402,15
591,956,62
592,366,70
593,839,90
594,704,88
595,372,42
596,714,103
597,272,106
598,798,67
599,107,61
600,211,73
601,867,68
602,30,23
603,641,77
604,4,74
605,996,17
606,41,18
607,305,58
608,677,108
609,759,56
610,121,58
611,686,75
612,312,59
613,824,58
614,772,106
615,15,51
616,86,28
617,216,73
618,686,66
619,471,63
620,779,46
621,328,45
622,384,63
623,495,64
624,993,47
625,125,104
626,845,33
627,534,84
628,479,88
629,116,92
630,810,26
631,109,11
632,291,64
633,374,59
634,264,95
635,332,77
636,419,90
637,534,107
638,25,37
639,140,24
640,235,101
641,98,110
642,324,31
643,725,16
644,435,74
645,893,105
646,627,26
647,813,36
648,429,23
649,725,49
650,424,62
651,877,91
652,85,39
653,923,67
654,388,81
655,117,60
656,908,91
657,500,66
658,157,67
659,712,6
660,797,45
661,113,19
662,750,38
663,935,30
664,905,22
665,29,31
666,450,61
667,321,36
668,231,66
669,4,14
670,489,28
671,511,48
672,360,16
673,946,28
674,667,27
675,22,66
676,154,7
677,596,66
678,313,30
679,688,73
680,659,49
681,109,96
682,453,42
683,407,38
684,950,48
685,225,63
686,184,95
687,282,107
688,550,64
689,833,37
690,680,45
691,364,55
692,508,84
693,694,34
694,779,8
695,345,46
696,391,30
697,743,105
698,367,94
699,191,31
700,558,12
701,64,94
702,628,64
703,45,100
704,998,97
705,50,18
706,366,18
707,744,30
708,71,55
709,250,38
710,580,110
711,547,57
712,862,31
713,365,16
714,67,52
715,820,19
716,933,12
717,970,60
718,777,79
719,931,26
720,230,73
721,59,72
722,448,93
723,142,30
724,287,106
725,346,79
726,522,41
727,516,89
728,954,70
729,245,99
730,377,5
731,463,31
732,526,30
733,246,103
734,324,36
735,100,8
736,274,102
737,864,99
738,863,31
739,773,36
740,32,108
741,953,41
742,428,48
743,982,42
744,716,8
745,140,47
746,760,57
747,919,31
748,257,58
749,903,26
750,125,57
751,131,104
752,259,101
753,765,69
754,736,17
755,369,35
756,929,46
757,291,58
758,285,28
759,47,46
760,142,106
761,266,64
762,210,92
763,87,55
764,651,63
765,542,68
766,589,95
767,764,16
768,185,75
769,603,82
770,128,62
771,159,44
772,13,63
773,858,8
774,811,90
775,528,88
776,778,22
777,781,77
778,269,104
779,388,58
780,95,84
781,446,72
782,716,57
783,562,79
784,796,62
785,591,82
786,645,18
787,426,80
788,295,106
789,880,51
790,151,61
791,609,108
792,966,18
793,417,97
794,73,105
795,822,67
796,484,102
797,840,86
798,4,34
799,426,67
800,662,96
801,258,11
802,396,86
803,999,68
804,862,17
805,377,6
806,791,90
807,291,52
808,186,86
809,936,27
810,264,68
811,964,66
812,493,99
813,910,22
814,827,18
815,432,56
816,584,51
817,708,8
818,419,85
819,308,64
820,140,78
821,222,46
822,93,102
823,812,27
824,771,108
825,694,57
826,993,79
827,375,106
828,42,9
829,544,80
830,325,69
831,527,95
832,655,93
833,34,53
834,70,45
835,814,55
836,491,53
837,933,41
838,551,102
839,998,58
840,283,53
841,994,56
842,147,86
843,583,94
844,45,69
845,100,63
846,451,78
847,251,95
848,366,58
849,625,97
850,717,110
851,185,34
852,267,33
853,484,80
854,913,83
855,408,95
856,183,8
857,707,110
858,628,47
859,337,6
860,186,7
861,331,22
862,886,17
863,416,66
864,569,52
865,815,106
866,127,8
867,322,86
868,766,53
869,502,94
870,573,41
871,952,17
872,576,12
873,455,73
874,674,59
875,919,83
876,400,94
877,130,92
878,722,24
879,913,86
880,334,39
881,915,42
882,590,69
883,3,74
884,226,103
885,422,35
886,451,99
887,481,47
888,605,5
889,478,93
890,196,92
891,880,88
892,496,101
893,765,105
894,778,55
895,595,47
896,710,53
897,318,48
898,224,16
899,383,41
900,265,89
901,79,12
902,755,33
903,482,41
904,9,62
905,362,92
906,919,42
907,982,62
908,1,81
909,397,61
910,354,35
911,629,22
912,102,75
913,844,67
914,138,88
915,469,96
916,429,18
917,91,77
918,816,110
919,519,9
920,134,90
921,117,55
922,454,72
923,601,30
924,465,77
925,330,28
926,561,80
927,629,6
928,501,33
929,68,73
930,557,34
931,995,69
932,844,30
933,558,58
934,337,58
935,861,106
936,11,90
937,544,62
938,841,45
939,573,39
940,471,57
941,232,46
942,742,72
943,11,41
944,870,49
945,426,17
946,26,99
947,262,7
948,190,60
949,944,92
950,476,80
951,309,77
952,652,61
953,918,92
954,974,55
955,169,24
956,41,53
957,816,61
958,427,44
959,867,100
960,833,26
961,405,75
962,900,27
963,15,67
964,550,94
965,22,79
966,26,14
967,925,12
968,674,37
969,744,11
970,25,50
971,867,50
972,159,58
973,920,59
974,488,41
975,278,84
976,233,89
977,122,13
978,67,99
979,235,89
980,739,58
981,549,57
982,881,49
983,509,78
984,557,90
985,289,40
986,516,61
987,836,7
988,866,29
989,237,58
990,320,18
991,871,104
992,830,53
993,887,25
994,173,108
995,906,75
996,732,110
997,715,85
998,701,62
999,542,102
1000,825,6
